date,spx,spx_timestamp,spx_n_bars,vix,vix_timestamp,vix_n_bars,vix3m,vix3m_timestamp,vix3m_n_bars,vix6m,vix6m_timestamp,vix6m_n_bars,spx_log_return,sq_log_return,iv_1m,iv_3m,iv_6m,rv_1m,rv_1m_end_date,rv_1m_n_returns,rv_3m,rv_3m_end_date,rv_3m_n_returns,rv_6m,rv_6m_end_date,rv_6m_n_returns,vrp_1m,vrp_3m,vrp_6m,iv_slope_3m_1m,iv_slope_6m_3m,vrp_slope_3m_1m,vrp_slope_6m_3m,slope_3m_1m,slope_6m_3m,slope_6m_1m,year,vix_regime
2017-04-28,2384.13,2017-04-28 16:00:00,391,10.84,2017-04-28 16:00:00,750,12.94,2017-04-28 16:00:00,390,14.76,2017-04-28 16:00:00,390,-0.0019819867832924,3.928271609146129e-06,0.0117505599999999,0.0167443599999999,0.02178576,0.0060242899638843,2017-05-30,21.0,0.0046826019953955,2017-07-31,64.0,0.0047375697943438,2017-10-30,128.0,0.0057262700361156,0.0120617580046044,0.0170481902056561,0.0049937999999999,0.0050414,0.0063354879684888,0.0049864322010517,0.0063354879684888,0.0049864322010517,0.0113219201695405,2017,Q1 lowest
2017-05-31,2411.73,2017-05-31 16:00:00,391,10.62,2017-05-31 16:00:00,750,12.74,2017-05-31 16:00:00,390,15.03,2017-05-31 16:00:00,390,-0.0004933000421302,2.43344931565698e-07,0.0112784399999999,0.01623076,0.0225900899999999,0.0049822078631794,2017-06-30,22.0,0.0055035125998162,2017-09-01,66.0,0.0044175659909688,2017-12-01,129.0,0.0062962321368205,0.0107272474001837,0.0181725240090311,0.00495232,0.0063593299999999,0.0044310152633632,0.0074452766088473,0.004431015263363199,0.007445276608847402,0.011876291872210601,2017,Q1 lowest
2017-06-30,2423.47,2017-06-30 16:00:00,391,11.06,2017-06-30 16:00:00,750,13.14,2017-06-30 16:00:00,390,14.85,2017-06-30 16:00:00,390,0.0015196378919096,2.3092993225275782e-06,0.01223236,0.01726596,0.02205225,0.003175327127552,2017-07-31,20.0,0.0049946450427863,2017-10-02,64.0,0.0042008000249161,2018-01-02,127.0,0.0090570328724479,0.0122713149572136,0.0178514499750838,0.0050336,0.0047862899999999,0.0032142820847657,0.0055801350178702,0.0032142820847657003,0.0055801350178702,0.0087944171026359,2017,Q1 lowest
2017-07-31,2470.45,2017-07-31 16:00:00,391,10.51,2017-07-31 16:00:00,750,12.6,2017-07-31 16:00:00,390,14.03,2017-07-31 16:00:00,390,-0.0006514908647411,4.244403468411894e-07,0.01104601,0.015876,0.0196840899999999,0.0082286354480943,2017-08-30,22.0,0.0046606118525465,2017-11-01,66.0,0.0050781728292639,2018-01-31,127.0,0.0028173745519056,0.0112153881474534,0.014605917170736,0.00482999,0.0038080899999999,0.0083980135955477,0.0033905290232826,0.0083980135955478,0.0033905290232825996,0.0117885426188304,2017,Q1 lowest
2017-08-31,2471.38,2017-08-31 16:00:00,391,10.67,2017-08-31 16:00:00,750,13.83,2017-08-31 16:00:00,390,15.47,2017-08-31 16:00:00,390,0.0056443336394066,3.185850223293774e-05,0.01138489,0.01912689,0.02393209,0.0031948770365003,2017-10-02,21.0,0.0032000110324124,2017-12-04,65.0,0.0152604060287562,2018-03-05,126.0,0.0081900129634996,0.0159268789675875,0.0086716839712437,0.007742,0.0048051999999999,0.0077368660040878,-0.0072551949963437,0.007736866004087902,-0.007255194996343802,0.0004816710077441,2017,Q1 lowest
2017-09-29,2519.05,2017-09-29 16:00:00,391,9.43,2017-09-29 16:00:00,750,12.52,2017-09-29 16:00:00,390,14.76,2017-09-29 16:00:00,390,0.0036030772479571,1.2982165654746407e-05,0.00889249,0.01567504,0.02178576,0.0026018338479398,2017-10-30,21.0,0.003404861960146,2018-01-02,64.0,0.0218643699645099,2018-04-02,125.0,0.0062906561520601,0.0122701780398539,-7.860996450992364e-05,0.00678255,0.00611072,0.0059795218877937,-0.0123487880043638,0.005979521887793799,-0.012348788004363823,-0.006369266116570024,2017,Q1 lowest
2017-10-31,2575.22,2017-10-31 16:00:00,391,10.17,2017-10-31 16:00:00,750,12.4,2017-10-31 16:00:00,390,14.62,2017-10-31 16:00:00,390,0.0009440541803437,8.912382954244928e-07,0.01034289,0.0153759999999999,0.0213744399999999,0.0042306949092146,2017-11-30,21.0,0.0053671403740052,2018-02-01,63.0,0.025116132101389,2018-05-03,126.0,0.0061121950907853,0.0100088596259947,-0.003741692101389,0.0050331099999999,0.0059984399999999,0.0038966645352094,-0.0137505517273837,0.0038966645352094004,-0.013750551727383702,-0.0098538871921743,2017,Q1 lowest
2017-11-30,2647.25,2017-11-30 16:00:00,391,11.34,2017-11-30 16:00:00,750,13.04,2017-11-30 16:00:00,390,15.15,2017-11-30 16:00:00,390,0.0080405492635126,6.465043245897363e-05,0.01285956,0.0170041599999999,0.02295225,0.0035334985475549,2018-01-02,21.0,0.0272393316020541,2018-03-05,63.0,0.0263924472777903,2018-06-04,126.0,0.009326061452445,-0.0102351716020541,-0.0034401972777903,0.0041445999999999,0.00594809,-0.0195612330544991,0.0067949743242637,-0.0195612330544991,0.0067949743242638,-0.0127662587302353,2017,Q1 lowest
2017-12-29,2675.3,2017-12-29 16:00:00,391,10.61,2017-12-29 16:00:00,750,12.85,2017-12-29 16:00:00,390,14.96,2017-12-29 16:00:00,390,-0.004531265037158,2.053236283697125e-05,0.01125721,0.01651225,0.02238016,0.0084007329624413,2018-01-29,19.0,0.0408042254830653,2018-04-02,62.0,0.0269077657318159,2018-07-02,126.0,0.0028564770375586,-0.0242919754830653,-0.0045276057318159,0.0052550399999999,0.00586791,-0.0271484525206239,0.0197643697512494,-0.0271484525206239,0.0197643697512494,-0.0073840827693745,2017,Q1 lowest
2018-01-31,2824.17,2018-01-31 16:00:00,391,13.66,2018-01-31 16:00:00,750,15.09,2018-01-31 16:00:00,390,16.24,2018-01-31 16:00:00,390,0.0006056710116562,3.66837374360689e-07,0.01865956,0.02277081,0.0263737599999999,0.0683922459916654,2018-03-02,21.0,0.0441170677811197,2018-05-04,65.0,0.0263549481842641,2018-08-03,128.0,-0.0497326859916654,-0.0213462577811197,1.8811815735875204e-05,0.00411125,0.0036029499999999,0.0283864282105456,0.0213650695968556,0.0283864282105457,0.021365069596855576,0.049751497807401276,2018,Q2
2018-02-28,2713.68,2018-02-28 16:00:00,391,20.36,2018-02-28 16:00:00,750,20.06,2018-02-28 16:00:00,390,20.05,2018-02-28 16:00:00,390,-0.0111985222828138,0.0001254069013186,0.04145296,0.04024036,0.04020025,0.0435464298469896,2018-04-02,22.0,0.0259838094687694,2018-06-01,65.0,0.0162617784332237,2018-08-31,129.0,-0.0020934698469896,0.0142565505312305,0.0239384715667762,-0.0012126,-4.010999999999598e-05,0.0163500203782201,0.0096819210355457,0.0163500203782201,0.009681921035545701,0.026031941413765802,2018,Q4
2018-03-29,2641.9,2018-03-29 16:00:00,391,19.82,2018-03-29 16:00:00,750,20.37,2018-03-29 16:00:00,390,20.84,2018-03-29 16:00:00,390,0.0140695188438806,0.0001979513604983,0.03928324,0.04149369,0.04343056,0.0287883274933949,2018-04-30,21.0,0.0152971962214983,2018-07-02,65.0,0.0104240593678408,2018-10-01,128.0,0.010494912506605,0.0261964937785016,0.0330065006321591,0.00221045,0.0019368699999999,0.0157015812718965,0.0068100068536575,0.0157015812718966,0.006810006853657496,0.022511588125554097,2018,Q4
2018-04-30,2648.19,2018-04-30 16:00:00,391,16.05,2018-04-30 16:00:00,750,17.36,2018-04-30 16:00:00,390,18.38,2018-04-30 16:00:00,390,-0.0081945939808469,6.715137051093338e-05,0.02576025,0.03013696,0.03378244,0.0104286480223337,2018-05-30,21.0,0.0084801772845855,2018-08-01,65.0,0.0146652511052643,2018-10-31,129.0,0.0153316019776662,0.0216567827154144,0.0191171888947356,0.0043767099999999,0.0036454799999999,0.0063251807377481,-0.0025395938206787,0.006325180737748201,-0.0025395938206788024,0.0037855869170693984,2018,Q3
