date,spx,spx_timestamp,spx_n_bars,vix,vix_timestamp,vix_n_bars,vix3m,vix3m_timestamp,vix3m_n_bars,vix6m,vix6m_timestamp,vix6m_n_bars,spx_log_return,sq_log_return,iv_1m,iv_3m,iv_6m,rv_1m,rv_1m_end_date,rv_1m_n_returns,rv_3m,rv_3m_end_date,rv_3m_n_returns,rv_6m,rv_6m_end_date,rv_6m_n_returns,vrp_1m,vrp_3m,vrp_6m,iv_slope_3m_1m,iv_slope_6m_3m,vrp_slope_3m_1m,vrp_slope_6m_3m
2014-06-18,1956.98,2014-06-18 16:00:00,391,10.59,2014-06-18 16:00:00,388,12.64,2014-06-18 16:00:00,390,14.87,2014-06-18 16:00:00,390,0.007637755867082501,5.833531468515316e-05,0.011214809999999999,0.015976960000000002,0.02211169,0.006480496818358886,2014-07-18,21.0,0.006893258294628774,2014-09-19,65.0,0.01399600991790847,2014-12-19,129.0,0.004734313181641112,0.009083701705371228,0.00811568008209153,0.004762150000000003,0.006134729999999998,0.004349388523730116,-0.0009680216232796982
2014-06-19,1959.36,2014-06-19 16:00:00,391,10.71,2014-06-19 16:00:00,390,12.57,2014-06-19 16:00:00,390,14.7,2014-06-19 16:00:00,390,0.0012154206698025238,1.4772474045832157e-06,0.011470410000000004,0.01580049,0.021608999999999996,0.006524184069200495,2014-07-21,21.0,0.00714095979048822,2014-09-22,65.0,0.014022318017867307,2014-12-22,129.0,0.004946225930799509,0.008659530209511782,0.007586681982132689,0.004330079999999997,0.005808509999999996,0.0037133042787122726,-0.0010728482273790925
2014-06-20,1963.02,2014-06-20 16:00:00,391,10.71,2014-06-20 16:00:00,390,12.82,2014-06-20 16:00:00,390,14.83,2014-06-20 16:00:00,390,0.0018662144219787652,3.482756268801537e-06,0.011470410000000004,0.016435240000000004,0.021992889999999998,0.006806510543673622,2014-07-21,20.0,0.0072388239344061914,2014-09-22,64.0,0.014125010700977693,2014-12-22,128.0,0.004663899456326382,0.009196416065593812,0.007867879299022305,0.00496483,0.005557649999999994,0.00453251660926743,-0.0013285367665715076
2014-06-23,1962.55,2014-06-23 16:00:00,391,10.99,2014-06-23 16:00:00,390,12.88,2014-06-23 16:00:00,390,14.89,2014-06-23 16:00:00,390,-0.00023945567254986591,5.7339019116308606e-08,0.01207801,0.01658944,0.02217121,0.006818686236537093,2014-07-23,21.0,0.007493992416347949,2014-09-24,65.0,0.014021301050113037,2014-12-24,129.0,0.005259323763462907,0.009095447583652052,0.008149908949886963,0.00451143,0.00558177,0.0038361238201891443,-0.0009455386337650883
2014-06-24,1950.04,2014-06-24 16:00:00,391,12.06,2014-06-24 16:00:00,390,13.37,2014-06-24 16:00:00,390,15.2,2014-06-24 16:00:00,390,-0.006394762871098283,4.089299217757715e-05,0.01454436,0.017875689999999996,0.023104,0.006329589178678205,2014-07-24,21.0,0.008360364013433427,2014-09-25,65.0,0.013962866510183669,2014-12-26,129.0,0.008214770821321795,0.00951532598656657,0.00914113348981633,0.003331329999999997,0.005228310000000003,0.0013005551652447746,-0.0003741924967502388
2014-06-25,1959.49,2014-06-25 16:00:00,391,11.43,2014-06-25 16:00:00,390,13.08,2014-06-25 16:00:00,390,14.93,2014-06-25 16:00:00,390,0.004834350116054317,2.3370941044594383e-05,0.01306449,0.01710864,0.022290489999999996,0.0063297700816888555,2014-07-25,21.0,0.008540835944729038,2014-09-26,65.0,0.014025939864612936,2014-12-26,128.0,0.006734719918311144,0.008567804055270963,0.00826455013538706,0.0040441500000000016,0.005181849999999995,0.001833084136959819,-0.0003032539198839033
2014-06-26,1957.23,2014-06-26 16:00:00,391,11.53,2014-06-26 16:00:00,390,13.06,2014-06-26 16:00:00,390,14.89,2014-06-26 16:00:00,390,-0.0011540269668591633,1.3317782402381604e-06,0.01329409,0.01705636,0.02217121,0.006314649809390427,2014-07-28,21.0,0.00855892794331749,2014-09-29,65.0,0.014024979824419272,2014-12-29,128.0,0.006979440190609572,0.00849743205668251,0.008146230175580728,0.00376227,0.005114850000000001,0.001517991866072938,-0.00035120188110178245
2014-06-27,1960.98,2014-06-27 16:00:00,391,11.28,2014-06-27 16:00:00,390,12.77,2014-06-27 16:00:00,390,14.68,2014-06-27 16:00:00,390,0.0019141399490984312,3.6639317447345446e-06,0.01272384,0.016307290000000002,0.021550239999999995,0.006584216759876293,2014-07-28,20.0,0.00867823446118693,2014-09-29,64.0,0.014128142572645622,2014-12-29,127.0,0.006139623240123707,0.0076290555388130715,0.007422097427354373,0.003583450000000002,0.005242949999999993,0.0014894322986893646,-0.00020695811145869832
2014-06-30,1960.02,2014-06-30 16:00:00,391,11.67,2014-06-30 16:00:00,390,12.95,2014-06-30 16:00:00,390,14.71,2014-06-30 16:00:00,390,-0.0004896710120796514,2.397777000711101e-07,0.01361889,0.01677025,0.021638410000000004,0.006499716551959699,2014-07-30,21.0,0.009270387353878053,2014-10-01,65.0,0.014277254898087182,2014-12-31,128.0,0.0071191734480403005,0.007499862646121947,0.007361155101912821,0.0031513600000000006,0.004868160000000003,0.0003806891980816466,-0.00013870754420912575
2014-07-01,1973.23,2014-07-01 16:00:00,391,11.04,2014-07-01 16:00:00,390,12.67,2014-07-01 16:00:00,390,14.48,2014-07-01 16:00:00,390,0.006717116719855065,4.511965702815646e-05,0.01218816,0.01605289,0.020967040000000003,0.01085773083531035,2014-07-31,21.0,0.00909546447338744,2014-10-02,65.0,0.014188686910261714,2015-01-02,128.0,0.00133042916468965,0.006957425526612561,0.006778353089738289,0.0038647300000000002,0.0049141500000000025,0.0056269963619229105,-0.00017907243687427174
2014-07-02,1974.57,2014-07-02 16:00:00,391,10.88,2014-07-02 16:00:00,390,12.48,2014-07-02 16:00:00,390,14.22,2014-07-02 16:00:00,390,0.0006788591374747999,4.608497285330292e-07,0.011837440000000001,0.015575040000000002,0.020220839999999997,0.010948084386608546,2014-08-01,21.0,0.00956776688972163,2014-10-03,65.0,0.014299494412455978,2015-01-02,127.0,0.0008893556133914553,0.006007273110278372,0.005921345587544018,0.0037376000000000006,0.004645799999999995,0.005117917496886917,-8.59275227343536e-05
2014-07-03,1985.44,2014-07-03 13:46:00,231,10.32,2014-07-03 13:14:00,224,12.24,2014-07-03 13:14:00,224,14.04,2014-07-03 13:14:00,224,0.005489898914845216,3.013899009521868e-05,0.01065024,0.014981760000000002,0.01971216,0.011196766868443562,2014-08-04,21.0,0.009458894198283906,2014-10-06,65.0,0.01490162622728629,2015-01-05,127.0,-0.0005465268684435622,0.005522865801716096,0.0048105337727137095,0.004331520000000002,0.0047303999999999975,0.0060693926701596585,-0.0007123320290023868
2014-07-07,1977.56,2014-07-07 16:00:00,391,11.34,2014-07-07 16:00:00,390,12.85,2014-07-07 16:00:00,390,14.46,2014-07-07 16:00:00,390,-0.003976790504713906,1.5814862718382682e-05,0.01285956,0.01651225,0.020909160000000003,0.011616122630275793,2014-08-06,22.0,0.011295501321814408,2014-10-08,66.0,0.015185820574967339,2015-01-07,128.0,0.0012434373697242079,0.005216748678185591,0.0057233394250326645,0.0036526899999999984,0.004396910000000004,0.003973311308461383,0.0005065907468470732
2014-07-08,1963.87,2014-07-08 16:00:00,391,12.13,2014-07-08 16:00:00,390,13.27,2014-07-08 16:00:00,390,14.83,2014-07-08 16:00:00,390,-0.006946745243963462,4.825726948452898e-05,0.014713690000000001,0.017609289999999996,0.021992889999999998,0.011415026900699165,2014-08-07,22.0,0.01274464566236968,2014-10-09,66.0,0.01570771311034933,2015-01-08,128.0,0.003298663099300837,0.004864644337630316,0.006285176889650669,0.0028955999999999947,0.004383600000000001,0.0015659812383294787,0.0014205325520203534
2014-07-09,1972.8,2014-07-09 16:00:00,391,11.6,2014-07-09 16:00:00,390,12.96,2014-07-09 16:00:00,390,14.6,2014-07-09 16:00:00,390,0.004536837132447622,2.0582891166355558e-05,0.013455999999999997,0.016796160000000004,0.021315999999999998,0.012667413328809149,2014-08-08,22.0,0.0131812383918478,2014-10-10,66.0,0.015802753518610196,2015-01-09,128.0,0.0007885866711908485,0.003614921608152204,0.0055132464813898024,0.003340160000000007,0.004519839999999994,0.0028263349369613555,0.0018983248732375984
2014-07-10,1964.7,2014-07-10 16:00:00,391,12.58,2014-07-10 16:00:00,390,13.56,2014-07-10 16:00:00,390,15.05,2014-07-10 16:00:00,390,-0.004114291517962218,1.6927394694775855e-05,0.01582564,0.01838736,0.022650249999999997,0.012562474259140508,2014-08-11,22.0,0.014161999360354748,2014-10-13,66.0,0.015899108682482965,2015-01-12,128.0,0.0032631657408594902,0.004225360639645251,0.006751141317517032,0.00256172,0.004262889999999998,0.0009621948987857606,0.0025257806778717813
2014-07-11,1967.53,2014-07-11 16:00:00,391,12.12,2014-07-11 16:00:00,390,13.28,2014-07-11 16:00:00,390,14.84,2014-07-11 16:00:00,390,0.0014393870595604224,2.0718351072299993e-06,0.014689439999999996,0.01763584,0.02202256,0.013135825297812822,2014-08-11,21.0,0.014371843928252177,2014-10-13,65.0,0.016020187471738563,2015-01-12,127.0,0.0015536147021871748,0.003263996071747823,0.006002372528261437,0.0029464000000000035,0.00438672,0.0017103813695606481,0.002738376456513614
2014-07-14,1977.11,2014-07-14 16:00:00,391,11.82,2014-07-14 16:00:00,390,12.93,2014-07-14 16:00:00,390,14.5,2014-07-14 16:00:00,390,0.004857233529470477,2.3592717559812225e-05,0.01397124,0.01671849,0.021025,0.012805054819994144,2014-08-13,22.0,0.014326067310826938,2014-10-15,66.0,0.015930321166490798,2015-01-14,128.0,0.0011661851800058558,0.0023924226891730606,0.005094678833509201,0.0027472499999999997,0.0043065099999999995,0.0012262375091672047,0.0027022561443361404
2014-07-15,1973.38,2014-07-15 16:00:00,391,12.11,2014-07-15 16:00:00,390,13.14,2014-07-15 16:00:00,390,14.69,2014-07-15 16:00:00,390,-0.0018883739021831258,3.5659559944463254e-06,0.01466521,0.017265960000000004,0.021579610000000003,0.012979603888771759,2014-08-14,22.0,0.014312483653207857,2014-10-16,66.0,0.016090878906383263,2015-01-15,128.0,0.0016856061112282411,0.002953476346792147,0.0054887310936167395,0.002600750000000004,0.004313649999999999,0.001267870235563906,0.0025352547468245924
2014-07-16,1981.41,2014-07-16 16:00:00,391,10.81,2014-07-16 16:00:00,389,12.65,2014-07-16 16:00:00,390,14.38,2014-07-16 16:00:00,390,0.004060903883738276,1.6490940352960616e-05,0.01168561,0.01600225,0.020678440000000003,0.012790715154334402,2014-08-15,22.0,0.01488853811826639,2014-10-17,66.0,0.01640329258149972,2015-01-16,128.0,-0.0011051051543344015,0.0011137118817336096,0.004275147418500283,0.004316639999999998,0.004676190000000004,0.002218817036068011,0.0031614355367666734
2014-07-17,1958.15,2014-07-17 16:00:00,391,14.88,2014-07-17 16:00:00,390,12.63,2014-07-17 16:00:00,390,15.64,2014-07-17 16:00:00,390,-0.011808562522077067,0.0001394421488378031,0.022141440000000005,0.015951689999999998,0.024460960000000004,0.012003450102086071,2014-08-18,22.0,0.014674618026769486,2014-10-20,66.0,0.016133857584695394,2015-01-20,128.0,0.010137989897913934,0.0012770719732305112,0.00832710241530461,-0.006189750000000008,0.008509270000000006,-0.008860917924683423,0.007050030442074098
2014-07-18,1978.13,2014-07-18 16:00:00,391,12.3,2014-07-18 16:00:00,390,13.36,2014-07-18 16:00:00,390,14.67,2014-07-18 16:00:00,390,0.010151804034849535,0.0001030591251619873,0.015129000000000004,0.01784896,0.02152089,0.011338333462146325,2014-08-18,21.0,0.014500829080399466,2014-10-20,65.0,0.016056400561418813,2015-01-20,127.0,0.003790666537853678,0.003348130919600534,0.005464489438581188,0.002719959999999997,0.0036719300000000003,-0.00044253561825314397,0.002116358518980654
2014-07-21,1973.66,2014-07-21 16:00:00,391,12.48,2014-07-21 16:00:00,390,13.72,2014-07-21 16:00:00,390,14.91,2014-07-21 16:00:00,390,-0.002262266925317146,5.117851641383893e-06,0.015575040000000002,0.018823840000000005,0.022230810000000004,0.011125597991077494,2014-08-20,22.0,0.01588865376663293,2014-10-22,66.0,0.01609270154377278,2015-01-21,127.0,0.004449442008922508,0.002935186233367075,0.006138108456227222,0.003248800000000003,0.0034069699999999987,-0.0015142557755554332,0.0032029222228601474
2014-07-22,1983.49,2014-07-22 16:00:00,391,11.84,2014-07-22 16:00:00,390,13.42,2014-07-22 16:00:00,390,14.71,2014-07-22 16:00:00,390,0.00496823229837362,2.468333217060282e-05,0.014018560000000001,0.018009639999999997,0.021638410000000004,0.010940892488285878,2014-08-21,22.0,0.016351002936204718,2014-10-23,66.0,0.016497571257695073,2015-01-22,127.0,0.0030776675117141234,0.001658637063795279,0.005140838742304931,0.003991079999999996,0.003628770000000007,-0.0014190304479188443,0.003482201678509652
2014-07-23,1987.15,2014-07-23 16:00:00,391,11.54,2014-07-23 16:00:00,390,13.4,2014-07-23 16:00:00,390,14.79,2014-07-23 16:00:00,390,0.0018435320434873979,3.398610395364821e-06,0.013317159999999998,0.017956000000000003,0.02187441,0.010947534491474453,2014-08-22,22.0,0.016528604173785596,2014-10-24,66.0,0.01655302940116943,2015-01-23,127.0,0.002369625508525545,0.0014273958262144074,0.005321380598830569,0.004638840000000005,0.003918409999999997,-0.0009422296823111374,0.0038939847726161617
2014-07-24,1987.88,2014-07-24 16:00:00,391,11.89,2014-07-24 16:00:00,390,13.44,2014-07-24 16:00:00,390,14.99,2014-07-24 16:00:00,390,0.0003672928295920885,1.3490402266976298e-07,0.01413721,0.018063359999999997,0.022470010000000002,0.011221745278339725,2014-08-25,22.0,0.01653659546552391,2014-10-27,66.0,0.016565328350295457,2015-01-26,127.0,0.0029154647216602762,0.0015267645344760883,0.0059046816497045455,0.003926149999999996,0.004406650000000005,-0.001388700187184188,0.004377917115228457
2014-07-25,1978.29,2014-07-25 16:00:00,391,12.55,2014-07-25 16:00:00,390,13.91,2014-07-25 16:00:00,390,15.31,2014-07-25 16:00:00,390,-0.004835909045410384,2.338601629548197e-05,0.01575025,0.01934881,0.023439610000000003,0.011475481905572023,2014-08-25,21.0,0.01670033884027871,2014-10-27,65.0,0.016650027177627476,2015-01-26,126.0,0.0042747680944279776,0.002648471159721291,0.006789582822372527,0.0035985600000000006,0.004090800000000002,-0.0016262969347066863,0.004141111662651235
2014-07-28,1978.82,2014-07-28 16:00:00,391,12.65,2014-07-28 16:00:00,390,13.92,2014-07-28 16:00:00,390,15.34,2014-07-28 16:00:00,390,0.0002678722619130075,7.175554870239089e-08,0.01600225,0.019376639999999997,0.023531560000000003,0.01096352644435824,2014-08-27,22.0,0.01698487899003026,2014-10-29,66.0,0.017237125463725623,2015-01-28,127.0,0.0050387235556417585,0.002391761009969736,0.006294434536274381,0.003374389999999998,0.004154920000000006,-0.0026469625456720224,0.0039026735263046446
2014-07-29,1970.14,2014-07-29 16:00:00,391,13.26,2014-07-29 16:00:00,390,14.18,2014-07-29 16:00:00,390,15.56,2014-07-29 16:00:00,390,-0.004396101241300393,1.9325706123762857e-05,0.01758276,0.020107240000000002,0.024211360000000005,0.010769900328546002,2014-08-28,22.0,0.01705813982923877,2014-10-30,66.0,0.01737649882579992,2015-01-29,127.0,0.0068128596714539975,0.0030491001707612306,0.006834861174200086,0.0025244800000000026,0.004104120000000003,-0.003763759500692767,0.0037857610034388554
2014-07-30,1970.17,2014-07-30 16:00:00,391,13.42,2014-07-30 16:00:00,390,14.23,2014-07-30 16:00:00,390,15.55,2014-07-30 16:00:00,390,1.5227228314694794e-05,2.3186848214784286e-10,0.018009639999999997,0.020249290000000003,0.02418025,0.010887917215344775,2014-08-29,22.0,0.017557865923660893,2014-10-31,66.0,0.01771292379433735,2015-01-30,127.0,0.0071217227846552215,0.00269142407633911,0.006467326205662649,0.0022396500000000062,0.003930959999999997,-0.0044302987083161115,0.003775902129323539
2014-07-31,1930.76,2014-07-31 16:00:00,391,17.09,2014-07-31 16:00:00,390,16.48,2014-07-31 16:00:00,390,17.17,2014-07-31 16:00:00,390,-0.020206125654712834,0.00040828751397404417,0.02920681,0.027159040000000002,0.029480890000000006,0.0062148808079347225,2014-09-02,22.0,0.015998955964188245,2014-11-03,66.0,0.01722578986014699,2015-02-02,127.0,0.022991929192065278,0.011160084035811757,0.012255100139853016,-0.0020477699999999974,0.0023218500000000038,-0.011831845156253521,0.001095016104041259
2014-08-01,1925.31,2014-08-01 16:00:00,391,17.02,2014-08-01 16:00:00,390,16.75,2014-08-01 16:00:00,390,17.48,2014-08-01 16:00:00,390,-0.0028267140528741228,7.990312336716049e-06,0.028968039999999997,0.028056250000000005,0.030555040000000006,0.0064149437650338785,2014-09-02,21.0,0.016214115921962646,2014-11-03,65.0,0.01734652185341123,2015-02-02,126.0,0.022553096234966118,0.011842134078037359,0.013208518146588775,-0.0009117899999999922,0.0024987900000000007,-0.01071096215692876,0.0013663840685514163
2014-08-04,1939.09,2014-08-04 16:00:00,391,15.0,2014-08-04 16:00:00,390,15.73,2014-08-04 16:00:00,390,16.88,2014-08-04 16:00:00,390,0.007131797126120217,5.0862530248136586e-05,0.0225,0.024743289999999998,0.02849343999999999,0.005810381278099278,2014-09-03,21.0,0.015927770421460468,2014-11-05,66.0,0.017545265630824397,2015-02-04,127.0,0.016689618721900723,0.00881551957853953,0.010948174369175594,0.0022432899999999985,0.0037501499999999938,-0.007874099143361193,0.0021326547906360648
2014-08-05,1920.1,2014-08-05 16:00:00,391,16.59,2014-08-05 16:00:00,390,16.98,2014-08-05 16:00:00,390,17.84,2014-08-05 16:00:00,390,-0.00984152284479132,9.685557190454944e-05,0.027522809999999998,0.028832040000000003,0.031826560000000004,0.0046767812256793065,2014-09-04,21.0,0.01561261668842036,2014-11-06,66.0,0.017559540176419027,2015-02-05,127.0,0.022846028774320692,0.013219423311579643,0.014267019823580977,0.001309230000000005,0.0029945200000000005,-0.009626605462741048,0.0010475965120013333
2014-08-06,1920.17,2014-08-06 16:00:00,391,16.3,2014-08-06 16:00:00,390,16.87,2014-08-06 16:00:00,390,17.94,2014-08-06 16:00:00,390,3.645577004107896e-05,1.3290231692880302e-09,0.026569000000000002,0.028459690000000006,0.03218436,0.004968846835087815,2014-09-05,21.0,0.015613160194960979,2014-11-07,66.0,0.01758175853205129,2015-02-06,127.0,0.02160015316491219,0.012846529805039027,0.01460260146794871,0.001890690000000004,0.003724669999999996,-0.008753623359873161,0.0017560716629096834
2014-08-07,1909.56,2014-08-07 16:00:00,391,16.7,2014-08-07 16:00:00,390,17.25,2014-08-07 16:00:00,390,18.16,2014-08-07 16:00:00,390,-0.005540874758819085,3.0701293092918455e-05,0.027888999999999994,0.029756249999999995,0.032978560000000004,0.004710468806855792,2014-09-08,21.0,0.015534056299282634,2014-11-10,66.0,0.01755744906246444,2015-02-09,127.0,0.0231785311931442,0.01422219370071736,0.015421110937535565,0.0018672500000000009,0.0032223100000000095,-0.00895633749242684,0.0011989172368182047
2014-08-08,1931.45,2014-08-08 16:00:00,391,15.75,2014-08-08 16:00:00,390,16.57,2014-08-08 16:00:00,390,17.64,2014-08-08 16:00:00,390,0.011398167144559797,0.00012991821425532244,0.024806250000000002,0.027456490000000004,0.03111696,0.003309022747581519,2014-09-08,20.0,0.015269358857850964,2014-11-10,65.0,0.017436957467782878,2015-02-09,126.0,0.021497227252418483,0.01218713114214904,0.013680002532217121,0.0026502400000000016,0.0036604699999999955,-0.009310096110269443,0.0014928713900680818
2014-08-11,1936.84,2014-08-11 16:00:00,391,14.17,2014-08-11 16:00:00,390,15.66,2014-08-11 16:00:00,390,17.11,2014-08-11 16:00:00,390,0.0027867628788168478,7.766047342751565e-06,0.02007889,0.024523559999999996,0.02927521,0.003732550351539951,2014-09-10,21.0,0.015012569057913937,2014-11-12,66.0,0.017507203494395905,2015-02-11,127.0,0.016346339648460047,0.009510990942086059,0.011768006505604094,0.004444669999999998,0.004751650000000003,-0.006835348706373989,0.0022570155635180354
2014-08-12,1933.78,2014-08-12 16:00:00,391,14.15,2014-08-12 16:00:00,390,15.71,2014-08-12 16:00:00,390,17.13,2014-08-12 16:00:00,390,-0.0015811423686659318,2.500011189990513e-06,0.020022250000000005,0.024680410000000007,0.02934368999999999,0.0037104505719717682,2014-09-11,21.0,0.015004095031711505,2014-11-13,66.0,0.01768397748998743,2015-02-12,127.0,0.016311799428028236,0.009676314968288502,0.011659712510012563,0.0046581600000000015,0.004663279999999985,-0.006635484459739735,0.001983397541724061
2014-08-13,1946.7,2014-08-13 16:00:00,391,12.99,2014-08-13 16:00:00,390,14.78,2014-08-13 16:00:00,390,16.51,2014-08-13 16:00:00,390,0.006658994630429082,4.4342209488083344e-05,0.016874010000000005,0.021844839999999997,0.02725801000000001,0.003601086229373892,2014-09-12,21.0,0.014835164360605647,2014-11-14,66.0,0.017629505403490214,2015-02-13,127.0,0.013272923770626114,0.00700967563939435,0.009628504596509796,0.004970829999999992,0.005413170000000012,-0.006263248131231764,0.002618828957115446
2014-08-14,1955.16,2014-08-14 16:00:00,391,12.54,2014-08-14 16:00:00,390,14.17,2014-08-14 16:00:00,390,16.14,2014-08-14 16:00:00,390,0.004336400207631471,1.8804366760746263e-05,0.015725159999999995,0.02007889,0.026049960000000004,0.0033818381456246676,2014-09-15,21.0,0.014764915543329052,2014-11-17,66.0,0.01759643984633509,2015-02-17,127.0,0.012343321854375328,0.005313974456670947,0.008453520153664913,0.004353730000000004,0.005971070000000005,-0.007029347397704382,0.0031395456969939665
2014-08-15,1955.11,2014-08-15 16:00:00,391,13.37,2014-08-15 16:00:00,390,14.35,2014-08-15 16:00:00,390,16.23,2014-08-15 16:00:00,390,-2.5573681614316666e-05,6.540131913104383e-10,0.017875689999999996,0.020592249999999996,0.02634129,0.0035509218123396915,2014-09-15,20.0,0.014992065554590664,2014-11-17,65.0,0.017736092822803428,2015-02-17,126.0,0.014324768187660306,0.005600184445409332,0.008605197177196572,0.00271656,0.005749040000000004,-0.008724583742250974,0.00300501273178724
